FID_1,X,Y,ID,Ni,Zn,Cr,SIGLE_PEDO,region_etm,GS
10680,118800,138300,41671/B,21.9,39.8888888889,21.1030927835,Aba(b)0,2,4
11184,153111,134134,46613,20.9519230769,54,,Aba(b)1,2,4
11185,153111,134134,46614,,54,,Aba(b)1,2,4
11186,153111,134134,46615,18.0673076923,53,,Aba(b)1,2,4
11190,153111,134134,46617bis,14.2211538462,57,,Aba(b)1,2,4
11199,153280,134462,46622,11.3365384615,53,,Aba(b)1,2,4
11116,155159,130996,4611,18.3,63.595959596,29.7,Aba(b)1,2,4
11192,153295,134103,46618bis,21.9134615385,61,,Aba1,2,4
10989,164036,135220,4509,14.8,47.4343434343,25.7,Aba(b)1,2,4
11188,153298,134230,46616bis,10.375,53,,Aba(b)0,2,4
11194,153319,134161,46619bis,17.1057692308,58,,Aba(b)0,2,4
11196,153410,134249,46620,14.2211538462,54,,Aba(b)0,2,4
11198,153410,134249,46621,15.1826923077,52,,Aba(b)0,2,4
11065,114249,141602,45717,8.29591836735,44.8080808081,14.8672566372,Aba1,2,4
11208,155057,137752,46632,25.1325301205,53,37.8925619835,Aba(b)1,2,4
11066,131208,143022,4572,,55,,Aba(b)1,2,4
11068,131312,143066,4573,,56,,Aba(b)1,2,4
10706,142113,136482,42087,24,65,34.5867768595,Aba(b)1,2,4
10707,141947,136432,42088,29,64,37.8925619835,Aba(b)1,2,4
11018,150716,135870,4537,13.8,42.1818181818,30,Aba(b)1,2,4
10722,144764,138473,42505,13,50,22.1900826446,Aba1,2,4
10723,144764,138473,42507,8,42,23.0165289256,Aba1,2,4
10724,144859,138608,42508,7,43,24.6694214876,Aba1,2,4
10725,144859,138608,42509,14,52,27.9752066116,Aba1,2,4
10761,144764,138473,43021,38,55,50.2892561983,Aba1,2,4
11173,166361,130313,46597,23.8365384615,67,,AbB,2,4
10857,113220,142716,44246,25.9591836735,68.7474747475,25.5752212389,Aba1,2,4
11187,126700,142988,46616,19.0204081633,58.3434343434,25.7522123894,Aba1,2,4
11189,126723,143221,46617,15.1428571429,53.595959596,20.9734513274,Aba1,2,4
11191,126713,143391,46618,,49.1515151515,24.9557522124,Aba1,2,4
11193,126828,142375,46619,13.8163265306,43.2929292929,21.1504424779,Aba1,2,4
10990,163934,135363,4510,17.3,54.5050505051,29.5,Abp(c),2,4
11284,141981,144295,47247,21.5180722892,63,29.6280991736,Aba1,2,4
11285,141981,144295,47248,29.9518072289,55,37.8925619835,Aba1,2,4
11286,141981,144295,47249,,66,33.7603305785,Aba1,2,4
11288,141981,144295,47250,27.5421686747,61,40.3719008264,Aba1,2,4
11289,141981,144295,47251,21.5180722892,54,29.6280991736,Aba1,2,4
10908,119357,136540,44529,10.9591836735,39.6565656566,17.9646017699,Abp(c),2,4
10795,119132,136316,43731,13.1020408163,40.5656565657,19.9115044248,Aca1,2,4
11112,154748,130952,4607,18.7,63.1919191919,31.5,Acp0,2,4
11113,154748,130952,4608,15.9,60.6666666667,27.4,Acp0,2,4
11114,154748,130952,4609,17.4,61.9797979798,30,Acp0,2,4
11115,154748,130952,4610,14.6,58.1414141414,25.8,Acp0,2,4
10721,144691,138408,42504,22,53,36.2396694215,Aca1,2,4
